first_active_month,card_id,feature_1,feature_2,feature_3,target,hist_month_nunique,hist_hour_nunique,hist_weekofyear_nunique,hist_dayofweek_nunique,hist_year_nunique,hist_subsector_id_nunique,hist_merchant_id_nunique,hist_merchant_category_id_nunique,hist_purchase_amount_sum,hist_purchase_amount_max,hist_purchase_amount_min,hist_purchase_amount_mean,hist_purchase_amount_var,hist_installments_sum,hist_installments_max,hist_installments_min,hist_installments_mean,hist_installments_var,hist_purchase_date_max,hist_purchase_date_min,hist_month_lag_max,hist_month_lag_min,hist_month_lag_mean,hist_month_lag_var,hist_month_diff_mean,hist_authorized_flag_sum,hist_authorized_flag_mean,hist_weekend_sum,hist_weekend_mean,hist_category_1_sum,hist_category_1_mean,hist_card_id_size,hist_category_2_mean_mean,hist_category_3_mean_mean,hist_purchase_date_diff,hist_purchase_date_average,hist_purchase_date_uptonow,new_hist_month_nunique,new_hist_hour_nunique,new_hist_weekofyear_nunique,new_hist_dayofweek_nunique,new_hist_year_nunique,new_hist_subsector_id_nunique,new_hist_merchant_id_nunique,new_hist_merchant_category_id_nunique,new_hist_purchase_amount_sum,new_hist_purchase_amount_max,new_hist_purchase_amount_min,new_hist_purchase_amount_mean,new_hist_purchase_amount_var,new_hist_installments_sum,new_hist_installments_max,new_hist_installments_min,new_hist_installments_mean,new_hist_installments_var,new_hist_purchase_date_max,new_hist_purchase_date_min,new_hist_month_lag_max,new_hist_month_lag_min,new_hist_month_lag_mean,new_hist_month_lag_var,new_hist_month_diff_mean,new_hist_weekend_sum,new_hist_weekend_mean,new_hist_category_1_sum,new_hist_category_1_mean,new_hist_card_id_size,new_hist_category_2_mean_mean,new_hist_category_3_mean_mean,new_hist_purchase_date_diff,new_hist_purchase_date_average,new_hist_purchase_date_uptonow,outliers,dayofweek,weekofyear,month,elapsed_time,hist_first_buy,new_hist_first_buy,card_id_total,purchase_amount_total
2017-01-01,C_ID_f2ff275b30,0.010479387818900955,0.011384773985343223,0.011427520622077443,0.34279239,6,10,12,5,1,6,12,8,-4.07362725,0.75424073,-0.62684597,-0.27157515000000004,0.17152222794850502,23,4,1,1.5333333333333334,0.8380952380952381,1499546250.0,1485329839.0,-3,-9,-5.933333333333334,3.923809523809524,14.866666666666667,15,1.0,5,0.3333333333333333,0,0.0,15,0.0745678963053504,-0.2343631445919224,164,10.933333333333335,559,2.0,8.0,7.0,5.0,1.0,7.0,10.0,7.0,-3.31248935,0.26421116,-0.59889665,-0.331248935,0.0820036775172304,10.0,3.0,-1.0,1.0,0.8888888888888888,1514536169.0,1510272000.0,2.0,1.0,1.6,0.2666666666666665,14.8,1.0,0.1,0.0,0.0,10.0,-0.5501600509903694,-0.5407173885361454,49.0,4.9,386.0,0,6,52,1,748,24,313.0,25.0,-7.386116599999999
2016-11-01,C_ID_7df488e4f0,0.010609889420578169,0.008752121220219405,0.01028283496163887,-0.38534428,7,15,27,7,1,19,65,32,-91.21674189999996,0.2402589,-0.73864321,-0.6247722047945202,0.023107148363183973,0,0,0,0.0,0.0,1504128211.0,1483435853.0,0,-7,-2.7260273972602738,4.820973075106281,16.958904109589042,145,0.9931506849315068,20,0.136986301369863,0,0.0,146,0.07211550430336408,0.3584578991315457,239,1.6369863013698631,506,2.0,5.0,4.0,4.0,1.0,5.0,6.0,5.0,-3.32159541,-0.04246492,-0.71159549,-0.553599235,0.06399638453819695,0.0,0.0,0.0,0.0,0.0,1507659337.0,1505131856.0,2.0,1.0,1.5,0.3,17.0,0.0,0.0,0.0,0.0,6.0,-0.5501600509903694,-0.5929929784942299,29.0,4.833333333333333,465.0,0,1,44,11,809,63,314.0,152.0,-94.53833730999996
2017-11-01,C_ID_30bcfdd9ed,0.010609889420578169,0.014166402368115024,0.01028283496163887,-1.11579961,4,12,9,6,2,9,10,9,-11.935032410000005,0.19224919,-0.71986007,-0.5967516205000002,0.05480334080735089,22,5,-1,1.1,1.4631578947368422,1519110766.0,1511196496.0,0,-3,-1.1,1.0421052631578946,11.0,15,0.75,6,0.3,9,0.45,20,0.0745678963053504,-0.2771968820662805,91,4.55,333,2.0,10.0,6.0,5.0,1.0,8.0,14.0,8.0,-8.78104267,-0.40129802,-0.73541251,-0.6272173335714285,0.014547810719463594,17.0,3.0,-1.0,1.2142857142857142,0.9505494505494506,1524491352.0,1520674962.0,2.0,1.0,1.2857142857142858,0.21978021978021972,10.5,3.0,0.21428571428571427,0.0,0.0,14.0,-0.5501600509903694,-0.4674807216032399,44.0,3.1428571428571432,271.0,0,2,44,11,444,19,129.0,34.0,-20.716075080000003
2017-11-01,C_ID_a2a84f3720,0.010711591651998994,0.008752121220219405,0.01028283496163887,0.23855581,4,9,10,7,2,11,14,11,-9.180777979999998,0.95860129,-0.72268506,-0.4173080899999999,0.19522387819400744,25,3,-1,1.1363636363636365,0.5043290043290044,1519147721.0,1511039863.0,0,-3,-1.2272727272727273,1.0411255411255411,10.954545454545457,22,1.0,7,0.3181818181818182,0,0.0,22,0.07456789630535042,-0.27704117113633625,93,4.227272727272728,333,2.0,6.0,3.0,4.0,1.0,6.0,7.0,7.0,-3.51315336,-0.26906472,-0.6891008000000001,-0.5018790514285714,0.029237226117063756,11.0,3.0,1.0,1.5714285714285714,0.9523809523809524,1523785691.0,1520683312.0,2.0,1.0,1.5714285714285714,0.2857142857142857,11.0,2.0,0.2857142857142857,0.0,0.0,7.0,-0.5501600509903694,-0.4224306513176151,35.0,5.0,279.0,0,2,44,11,444,17,129.0,29.0,-12.69393134
2017-01-01,C_ID_03ef764f46,0.013144615384615385,0.011384773985343223,0.011427520622077443,1.857981,7,4,9,4,1,7,7,8,3.17837773,0.9060084999999999,-0.09752206,0.3531530811111111,0.1427755522985471,23,4,2,2.555555555555556,0.5277777777777779,1508153259.0,1483735803.0,0,-9,-4.888888888888889,12.111111111111114,15.0,8,0.8888888888888888,0,0.0,0,0.0,9,-0.15895080948580806,0.10602299489709452,282,31.33333333333333,460,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.30936582,0.30494803,0.00441779,0.15468290999999998,0.04515921257722879,5.0,3.0,2.0,2.5,0.5,1513264842.0,1511878739.0,2.0,1.0,1.5,0.5,14.5,0.0,0.0,0.0,0.0,2.0,-0.5538690433503727,0.037708005504515474,16.0,8.0,401.0,0,6,52,1,748,5,331.0,11.0,3.48774355
2017-08-01,C_ID_4ea4d9ddb5,0.013144615384615385,0.011384773985343223,0.011427520622077443,2.71859461,6,13,12,5,2,8,18,14,4.59929969,2.94315271,-0.74540514,0.15859654103448276,1.0277977547456074,80,12,-1,2.7586206896551726,12.903940886699507,1519322392.0,1502977385.0,0,-6,-2.3448275862068964,2.3768472906403937,10.724137931034482,28,0.9655172413793104,6,0.20689655172413796,2,0.06896551724137931,29,0.16942971140736282,0.10523549134335353,189,6.517241379310344,330,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.43135105,-0.43135105,-0.43135105,-0.43135105,,5.0,5.0,5.0,5.0,,1524493853.0,1524493853.0,2.0,2.0,2.0,,11.0,0.0,0.0,1.0,1.0,1.0,-0.5501600509903695,0.037708005504515474,0.0,0.0,271.0,0,1,31,8,536,16,265.0,30.0,4.16794864
2017-11-01,C_ID_cdc6535b18,0.010609889420578169,0.014166402368115024,0.01028283496163887,-0.44407748,4,18,14,7,2,8,16,10,-47.81335381000001,-0.05583852,-0.74239984,-0.646126402837838,0.014389135216528237,70,3,-1,0.945945945945946,0.21621621621621626,1519841888.0,1511557786.0,0,-3,-1.1216216216216215,0.9302110329507588,10.472972972972975,71,0.9594594594594594,40,0.5405405405405406,47,0.6351351351351351,74,0.0745678963053503,-0.3667234906926813,95,1.2837837837837838,324,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,-0.92235735,-0.45848893,-0.46386842,-0.461178675,1.446945633004978e-05,2.0,3.0,-1.0,1.0,8.0,1523301518.0,1520671220.0,2.0,1.0,1.5,0.5,11.0,1.0,0.5,0.0,0.0,2.0,-0.5501600509903695,-0.27764248649485723,30.0,15.0,284.0,0,2,44,11,444,23,129.0,76.0,-48.73571116000001
2017-04-01,C_ID_60cf5965bf,0.010479387818900955,0.008752121220219405,0.011427520622077443,0.15155845,11,16,35,7,2,9,15,10,-72.63297386999999,-0.14928839,-0.73532235,-0.6207946484615383,0.01637479924765505,1,1,0,0.008547008547008548,0.008547008547008546,1519416513.0,1491408545.0,0,-10,-4.572649572649572,10.039935160624811,10.905982905982906,114,0.9743589743589745,16,0.13675213675213674,0,0.0,117,0.06997752153240187,0.35193641098224715,324,2.769230769230769,329,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,-2.0235903000000004,-0.64683123,-0.71550239,-0.6745300999999999,0.0013110698128087018,0.0,0.0,0.0,0.0,0.0,1525022481.0,1521716038.0,2.0,1.0,1.6666666666666667,0.3333333333333333,10.666666666666666,2.0,0.6666666666666666,0.0,0.0,3.0,-0.5501600509903695,-0.5929929784942299,38.0,12.666666666666664,265.0,0,5,13,4,658,4,355.0,120.0,-74.65656416999998
2017-09-01,C_ID_ad37febe59,0.010479387818900955,0.011384773985343223,0.011427520622077443,0.86059694,5,6,8,5,2,4,7,4,-8.83088564,-0.70182826,-0.74409784,-0.7359071366666666,0.0001293246370827513,0,0,0,0.0,0.0,1515776903.0,1506605998.0,0,-4,-2.1666666666666665,1.787878787878788,11.75,10,0.8333333333333334,1,0.08333333333333333,0,0.0,12,-0.1656902323775789,0.3584578991315462,106,8.833333333333334,372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.73638924,-0.73638924,-0.73638924,-0.73638924,,0.0,0.0,0.0,0.0,,1519896316.0,1519896316.0,2.0,2.0,2.0,,12.0,0.0,0.0,0.0,0.0,1.0,-0.555639902051824,-0.5929929784942299,0.0,0.0,324.0,0,4,35,9,505,27,181.0,13.0,-9.56727488
2017-09-01,C_ID_b0d0351f09,0.010609889420578169,0.011384773985343223,0.01028283496163887,-0.80142289,3,11,7,4,1,8,15,10,-11.9737407,-0.07513256,-0.72950709,-0.5701781285714285,0.025106456068176443,21,1,1,1.0,0.0,1511033031.0,1504382623.0,-1,-3,-2.761904761904762,0.3904761904761906,12.809523809523812,21,1.0,10,0.4761904761904762,0,0.0,21,0.0745678963053504,-0.4045562143364306,76,3.6190476190476186,426,2.0,5.0,4.0,4.0,1.0,6.0,7.0,7.0,-4.400303599999999,-0.44637756,-0.73344404,-0.6286148,0.013134208054784028,5.0,1.0,-1.0,0.7142857142857143,0.5714285714285715,1519028115.0,1516373097.0,2.0,1.0,1.5714285714285714,0.2857142857142857,12.857142857142858,3.0,0.42857142857142855,0.0,0.0,7.0,-0.5501600509903694,-0.6045585232532905,30.0,4.285714285714286,334.0,0,4,35,9,505,1,140.0,28.0,-16.374044299999998
2017-05-01,C_ID_cc6bf68bd6,0.010609889420578169,0.014166402368115024,0.01028283496163887,-2.61503778,7,10,16,6,2,7,16,12,12.773827270000005,4.10322947,-0.54253221,0.5109530908000002,1.2781947365762234,86,10,1,3.44,6.756666666666668,1516979134.0,1493744872.0,0,-8,-5.0,9.583333333333332,11.96,21,0.84,3,0.12,0,0.0,25,0.0788001926714402,0.024330321419730464,268,10.72,358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.42383779,-0.42383779,-0.42383779,-0.42383779,,2.0,2.0,2.0,2.0,,1517920781.0,1517920781.0,1.0,1.0,1.0,,12.0,0.0,0.0,0.0,0.0,1.0,-0.5501600509903695,0.037708005504515474,0.0,0.0,347.0,0,0,18,5,628,1,281.0,26.0,12.349989480000005
2016-06-01,C_ID_94dbdd8a0e,0.010609889420578169,0.008752121220219405,0.01028283496163887,0.1144848,12,22,52,7,2,22,140,57,-313.69473764000014,0.01944431,-0.74352683,-0.6879270562280704,0.004787014911202011,3,1,0,0.006578947368421052,0.00655002891844997,1519712445.0,1483438151.0,0,-13,-6.793859649122808,17.135434740697892,10.879385964912279,436,0.9561403508771931,149,0.3267543859649123,0,0.0,456,-0.09069649069623713,0.35343806943767764,419,0.9188596491228069,326,2.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,-2.89756227,-0.70182826,-0.73638924,-0.7243905675,0.00023694941516489218,0.0,0.0,0.0,0.0,0.0,1524051606.0,1520357945.0,2.0,1.0,1.5,0.3333333333333333,11.0,1.0,0.25,0.0,0.0,4.0,-0.5490149154620435,-0.5929929784942299,42.0,10.5,276.0,0,2,22,6,962,216,643.0,460.0,-316.59229991000007
2017-07-01,C_ID_568d03c096,0.010609889420578169,0.008752121220219405,0.01028283496163887,1.30057304,7,11,15,7,2,11,24,13,-21.90393588,-0.565087,-0.74255011,-0.7065785767741936,0.0013572808682822287,0,0,0,0.0,0.0,1519808296.0,1501424857.0,0,-7,-2.4516129032258065,4.12258064516129,10.709677419354838,29,0.935483870967742,9,0.2903225806451613,0,0.0,31,0.17696216322687747,0.3584578991315462,212,6.838709677419355,325,2.0,4.0,4.0,5.0,1.0,7.0,7.0,7.0,-4.95294866,-0.67177524,-0.73864321,-0.7075640942857142,0.0007306549677874273,0.0,0.0,0.0,0.0,0.0,1525084109.0,1520875352.0,2.0,1.0,1.2857142857142858,0.2380952380952381,10.571428571428571,1.0,0.14285714285714285,0.0,0.0,7.0,-0.5506541700756742,-0.5929929784942299,48.0,6.857142857142858,264.0,0,5,26,7,567,29,254.0,38.0,-26.85688454
2017-06-01,C_ID_8a6ddf2443,0.010711591651998994,0.008752121220219405,0.01028283496163887,-3.67914211,9,19,30,7,2,23,98,45,-119.38889693999998,-0.1157943,-0.74052153,-0.6559829502197801,0.009442763724743862,0,0,0,0.0,0.0,1519833125.0,1497626550.0,0,-8,-4.1923076923076925,6.14513387165321,10.818681318681321,180,0.989010989010989,76,0.4175824175824176,0,0.0,182,0.07358424456828977,0.3584578991315455,257,1.4120879120879122,325,2.0,5.0,4.0,3.0,1.0,5.0,6.0,6.0,-2.5695485499999995,0.74071687,-0.72286538,-0.42825809166666656,0.3366581290582282,0.0,0.0,0.0,0.0,0.0,1523708853.0,1520350812.0,2.0,1.0,1.3333333333333333,0.26666666666666666,10.833333333333336,4.0,0.6666666666666666,0.0,0.0,6.0,-0.5501600509903694,-0.5929929784942299,38.0,6.333333333333332,280.0,0,3,22,6,597,15,278.0,188.0,-121.95844548999996
2017-05-01,C_ID_e6590aa516,0.010479387818900955,0.008752121220219405,0.011427520622077443,0.67999717,5,10,8,6,2,10,13,11,-14.30902589,-0.59664268,-0.74540514,-0.7154512945,0.0011617913417227325,4,1,0,0.2,0.16842105263157894,1517664233.0,1495134496.0,0,-9,-3.1,10.41052631578947,10.5,14,0.7,1,0.05,4,0.2,20,0.0745678963053504,0.2058550764379508,260,13.0,350,2.0,3.0,3.0,3.0,1.0,4.0,5.0,5.0,-3.47630838,-0.65689899,-0.73638924,-0.695261676,0.0009410773497080297,0.0,0.0,0.0,0.0,0.0,1523641322.0,1521135157.0,2.0,1.0,1.6,0.30000000000000004,11.0,0.0,0.0,0.0,0.0,5.0,-0.5501600509903695,-0.5929929784942299,29.0,5.8,281.0,0,0,18,5,628,17,318.0,25.0,-17.78533427
2016-05-01,C_ID_e7cf944cc0,0.010479387818900955,0.011384773985343223,0.011427520622077443,2.69984652,4,7,10,6,1,5,4,5,-10.01766451,-0.64101597,-0.74143815,-0.715547465,0.0007898316149879028,1,1,0,0.07142857142857142,0.07142857142857142,1492518067.0,1483540651.0,0,-3,-1.6428571428571428,1.0164835164835164,20.928571428571427,10,0.7142857142857143,3,0.21428571428571427,1,0.07142857142857142,14,0.15770228921068555,0.30395689102669066,103,7.357142857142858,641,2.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,-2.84591615,-0.67948384,-0.73986036,-0.7114790375,0.000621128355039759,0.0,0.0,0.0,0.0,0.0,1497528085.0,1495195573.0,2.0,1.0,1.75,0.25,21.0,0.0,0.0,0.0,0.0,4.0,-0.5508518177097961,-0.5929929784942299,26.0,6.5,583.0,0,6,17,5,993,248,383.0,18.0,-12.86358066
2017-09-01,C_ID_ddce4462b9,0.010479387818900955,0.008752121220219405,0.011427520622077443,1.40417138,5,17,13,7,2,14,41,22,-51.59943368,-0.59141345,-0.74466885,-0.7166588011111109,0.0007306928574453686,0,0,0,0.0,0.0,1517948641.0,1506474690.0,0,-5,-2.6388888888888893,1.8959311424100158,10.805555555555555,62,0.8611111111111112,16,0.2222222222222222,0,0.0,72,0.07456789630535031,0.3584578991315466,132,1.8333333333333333,346,2.0,5.0,4.0,6.0,1.0,3.0,7.0,5.0,-5.04014751,-0.68875519,-0.7350068000000001,-0.7200210728571428,0.00023331081698625718,0.0,0.0,0.0,0.0,0.0,1525126296.0,1520156958.0,2.0,1.0,1.8571428571428568,0.14285714285714285,10.714285714285714,2.0,0.2857142857142857,0.0,0.0,7.0,-0.5501600509903694,-0.5929929784942299,57.0,8.142857142857142,263.0,0,4,35,9,505,26,184.0,79.0,-56.63958119
2017-08-01,C_ID_0510accad2,0.010479387818900955,0.011384773985343223,0.011427520622077443,0.45481085,4,21,14,7,1,15,51,23,-95.87233086,-0.5069344,-0.74239984,-0.7208445929323307,0.0007481980222470631,0,0,0,0.0,0.0,1512054755.0,1504165662.0,0,-3,-1.0225563909774436,0.8403964456596037,13.789473684210524,128,0.962406015037594,20,0.15037593984962405,0,0.0,133,0.07322184655989916,0.35845789913154585,91,0.6842105263157895,415,2.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,-3.66562738,-0.72925164,-0.73744109,-0.7331254759999999,9.060454405729973e-06,0.0,0.0,0.0,0.0,0.0,1516968633.0,1512131606.0,2.0,1.0,1.2,0.2,13.8,0.0,0.0,0.0,0.0,5.0,-0.5501600509903695,-0.5929929784942299,55.0,11.0,358.0,0,1,31,8,536,30,122.0,138.0,-99.53795824
2017-11-01,C_ID_bd0f6204c3,0.008058486333804104,0.014166402368115024,0.01028283496163887,0.25447968,4,19,14,7,2,16,73,31,-84.02652591000003,2.87523287,-0.73939454,-0.5794932821379313,0.11814330343554935,180,4,-1,1.2413793103448276,0.5316091954022988,1519729374.0,1511481600.0,0,-3,-1.2,1.2305555555555554,10.751724137931037,137,0.9448275862068966,33,0.2275862068965517,5,0.03448275862068965,145,0.16528151739968688,-0.3095222195189095,95,0.6551724137931034,326,2.0,14.0,9.0,7.0,1.0,16.0,35.0,22.0,-18.234040989999997,1.13893446,-0.73037863,-0.5209725997142856,0.1151633271678115,45.0,6.0,-1.0,1.2857142857142858,2.739495798319328,1525114722.0,1520019224.0,2.0,1.0,1.4857142857142858,0.2571428571428571,10.742857142857142,12.0,0.3428571428571429,3.0,0.08571428571428573,35.0,-0.5507529938927349,-0.5129163100474998,58.0,1.6571428571428573,263.0,0,2,44,11,444,23,121.0,180.0,-102.26056690000004
2015-02-01,C_ID_f71094b54d,0.010609889420578169,0.011384773985343223,0.01028283496163887,3.10696626,10,13,15,6,2,9,11,11,-8.87919588,0.54537222,-0.73037863,-0.4673260989473684,0.08769668953361807,25,4,-1,1.3157894736842106,1.0058479532163742,1519461026.0,1484853060.0,0,-13,-5.105263157894737,17.210526315789473,10.68421052631579,19,1.0,5,0.2631578947368421,0,0.0,19,0.0745678963053504,-0.2300346269871885,400,21.05263157894737,329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.65975403,-0.65975403,-0.65975403,-0.65975403,,1.0,1.0,1.0,1.0,,1524837644.0,1524837644.0,2.0,2.0,2.0,,10.0,0.0,0.0,0.0,0.0,1.0,-0.5501600509903695,-0.6064861140464674,0.0,0.0,267.0,0,6,5,2,1448,718,1181.0,20.0,-9.53894991
2017-03-01,C_ID_ada2ba0f82,0.010479387818900955,0.011384773985343223,0.011427520622077443,3.99977228,6,5,8,4,1,4,4,4,-5.08133519,0.75574338,-0.74074693,-0.5645927988888889,0.2454818838231964,0,0,0,0.0,0.0,1512569021.0,1488895302.0,-1,-10,-7.111111111111112,10.361111111111109,12.0,8,0.8888888888888888,0,0.0,0,0.0,9,0.18037530545759511,0.3584578991315462,274,30.444444444444446,409,,,,,,,,,,,,,,,,,,,-9223372036.854776,-9223372036.854776,,,,,,,,,,,,,,,,0,2,9,3,689,6,,,
2016-07-01,C_ID_e41d01e0f8,0.013144615384615385,0.008752121220219405,0.011427520622077443,0.11713232,4,18,17,7,1,15,53,21,6784.623796829997,6857.50633108,-0.73939454,55.61167046581966,385521.7728595546,1,1,0,0.008196721311475409,0.008196721311475409,1493563864.0,1483346858.0,0,-3,-1.6147540983606556,1.2470532448177754,20.959016393442624,118,0.9672131147540984,48,0.3934426229508197,0,0.0,122,0.07456789630535017,0.35220368508672656,118,0.9672131147540984,629,2.0,9.0,5.0,6.0,1.0,8.0,11.0,10.0,-6.3647946000000015,-0.26605942,-0.73188128,-0.5786176909090911,0.0298110552051504,0.0,0.0,0.0,0.0,0.0,1498167763.0,1494454268.0,2.0,1.0,1.6363636363636365,0.2545454545454545,20.90909090909091,1.0,0.09090909090909093,0.0,0.0,11.0,-0.5501600509903694,-0.5929929784942299,42.0,3.8181818181818175,575.0,0,4,26,7,932,185,313.0,133.0,6778.259002229997
2015-10-01,C_ID_e9120f535c,0.010479387818900955,0.014166402368115024,0.011427520622077443,-33.21928095,7,21,27,7,1,13,44,25,-33.91991607,1.07881339,-0.73503685,-0.5470954204838709,0.12267584421987772,91,7,1,1.4677419354838708,1.3350079323109467,1501511415.0,1483555826.0,0,-6,-2.5645161290322585,4.676097303014277,17.919354838709676,62,1.0,13,0.20967741935483872,15,0.2419354838709677,62,-0.05248183128141312,-0.31396958044016016,207,3.338709677419355,537,,,,,,,,,,,,,,,,,,,-9223372036.854776,-9223372036.854776,,,,,,,,,,,,,,,,1,3,40,10,1206,461,,,
2017-12-01,C_ID_4e2e2c0822,0.010609889420578169,0.008752121220219405,0.01028283496163887,-0.045369099999999996,3,11,10,7,2,7,12,10,-13.20370578,-0.18427011,-0.69611819,-0.5501544075,0.01543232021739811,0,0,0,0.0,0.0,1519728168.0,1514714039.0,0,-2,-0.4583333333333333,0.3460144927536232,10.75,23,0.9583333333333334,7,0.2916666666666667,0,0.0,24,0.07456789630535042,0.35845789913154635,58,2.4166666666666665,326,2.0,7.0,5.0,6.0,1.0,7.0,8.0,8.0,-4.06773684,0.19976245,-0.70566002,-0.508467105,0.08873227131380898,0.0,0.0,0.0,0.0,0.0,1524578100.0,1521891177.0,2.0,1.0,1.625,0.26785714285714285,10.75,1.0,0.125,0.0,0.0,8.0,-0.5501600509903694,-0.5929929784942299,31.0,3.875,270.0,0,4,48,12,414,30,113.0,32.0,-17.271442620000002
2017-03-01,C_ID_47b67a62db,0.010711591651998994,0.014166402368115024,0.01028283496163887,0.01137157,3,4,4,5,1,6,7,6,1.3906585799999998,0.84464023,-0.55171341,0.1986655114285714,0.2490120023887756,35,9,2,5.0,6.666666666666668,1497699527.0,1490725448.0,0,-3,-1.0,1.6666666666666667,19.0,7,1.0,2,0.2857142857142857,3,0.42857142857142855,7,0.13502927296377593,0.10602299489709452,80,11.428571428571427,581,2.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.47500039,3.00972015,-0.63048238,1.1187500975,2.842260410682449,13.0,6.0,1.0,3.25,4.25,1502991065.0,1499790436.0,2.0,1.0,1.5,0.3333333333333333,19.0,0.0,0.0,0.0,0.0,4.0,-0.5508518177097961,-0.12334052438323025,37.0,9.25,520.0,0,2,9,3,689,27,132.0,11.0,5.86565897
2017-11-01,C_ID_951ae2900b,0.010609889420578169,0.011384773985343223,0.01028283496163887,0.84546119,4,9,10,7,2,7,12,9,-11.3667147,0.07308895,-0.71106956,-0.5982481421052631,0.04352414692075344,22,3,1,1.1578947368421053,0.2514619883040935,1519752486.0,1510185600.0,0,-3,-1.2105263157894737,1.7309941520467835,10.894736842105265,15,0.7894736842105263,4,0.21052631578947367,0,0.0,19,-0.15304506771005635,-0.35081103441711226,110,5.789473684210527,326,1.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,-2.13933951,-0.42754934,-0.60565858,-0.5348348775,0.00699626863695416,8.0,3.0,1.0,2.0,0.6666666666666666,1520868734.0,1520358760.0,1.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,-0.5561244354664621,-0.12334052438323025,5.0,1.25,313.0,0,2,44,11,444,8,125.0,23.0,-13.50605421
2016-11-01,C_ID_ddc8caf01a,0.013144615384615385,0.008752121220219405,0.011427520622077443,-2.00699014,11,19,27,7,2,14,58,21,-63.48591542000004,-0.43736165,-0.73834268,-0.6412718729292933,0.004501225568812644,1,1,0,0.010101010101010102,0.010101010101010098,1519133330.0,1487784802.0,0,-12,-3.7777777777777777,6.766439909297053,10.74747474747475,95,0.9595959595959596,32,0.3232323232323233,0,0.0,99,0.06399988200050934,0.3507506858641932,362,3.656565656565657,333,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,-2.04778297,-0.63435922,-0.726622,-0.6825943233333334,0.002141381972698633,0.0,0.0,0.0,0.0,0.0,1522244382.0,1522056257.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,-0.5519866680108544,-0.5929929784942299,2.0,0.6666666666666666,297.0,0,1,44,11,809,113,510.0,102.0,-65.53369839000004
2014-06-01,C_ID_dd66eba051,0.010479387818900955,0.014166402368115024,0.011427520622077443,-1.01112326,6,9,14,7,2,5,10,6,-19.57102483,-0.39739113,-0.72436803,-0.6523674943333333,0.0037225196280715007,1,1,0,0.03333333333333333,0.03333333333333333,1519388479.0,1484288373.0,0,-13,-7.166666666666668,23.798850574712645,10.933333333333335,24,0.8,8,0.26666666666666666,1,0.03333333333333333,30,0.07456789630535042,0.33302409534928035,406,13.533333333333333,330,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.67176021,-0.67176021,-0.67176021,-0.67176021,,0.0,0.0,0.0,0.0,,1524376734.0,1524376734.0,2.0,2.0,2.0,,11.0,1.0,1.0,0.0,0.0,1.0,-0.5501600509903695,-0.5929929784942299,0.0,0.0,272.0,0,6,22,6,1693,957,1421.0,31.0,-20.24278504
2017-04-01,C_ID_683653ecea,0.010609889420578169,0.011384773985343223,0.01028283496163887,3.17152837,9,11,15,6,2,10,15,12,-9.05738027,1.24973996,-0.72989778,-0.2322405197435897,0.4670481031853602,73,10,1,1.871794871794872,3.325236167341432,1519147030.0,1491911557.0,0,-10,-4.94871794871795,8.260458839406212,11.0,22,0.5641025641025641,1,0.02564102564102564,1,0.02564102564102564,39,0.07456789630535042,-0.2343631445919223,315,8.076923076923077,333,,,,,,,,,,,,,,,,,,,-9223372036.854776,-9223372036.854776,,,,,,,,,,,,,,,,0,5,13,4,658,10,,,
2017-09-01,C_ID_9eef831220,0.013144615384615385,0.011384773985343223,0.011427520622077443,3.54627605,4,14,13,7,1,11,27,16,-22.53142795,0.30494803,-0.74239984,-0.5495470231707318,0.07034854929884625,43,2,1,1.0487804878048779,0.04756097560975612,1513781499.0,1505330248.0,0,-3,-1.5365853658536586,0.7048780487804878,12.707317073170733,40,0.975609756097561,3,0.07317073170731707,5,0.12195121951219512,41,0.07234039439735583,-0.3796499114469905,97,2.365853658536585,395,2.0,4.0,2.0,2.0,1.0,5.0,5.0,5.0,-3.5902844700000003,-0.70182826,-0.73188128,-0.7180568940000001,0.00013931614663813014,5.0,1.0,1.0,1.0,0.0,1518196243.0,1515753513.0,2.0,1.0,1.6,0.3,13.0,0.0,0.0,0.0,0.0,5.0,-0.5508518177097961,-0.6064861140464674,28.0,5.6,344.0,0,4,35,9,505,12,133.0,46.0,-26.12171242
